purchase_date,store_location,product_category,price,customer_age,customer_rating
2024-05-18,CHICAGO,Accessories,$61.49,55.0,N/A
2024-02-24,new york,Accessories,$42.54,67.0,3.0
2024-05-08,Austin,Mobile,"$1,032.97",18.0,4.0
2024-06-09, Austin ,Computers,$615.78,18.0,missing
2024-06-08,Seattle,Mobile,$462.97,18.0,3.0
2024-05-09,New York,Computers,"$1,027.23",26.0,4.0
2024-06-10,Austin,Audio,$97.10,30.0,3.0
2024-02-11,new york,Computers,"$1,467.81",20.0,3.0
2024-01-14,CHICAGO,Mobile,$655.87,18.0,5.0
2024-04-16, Austin ,Computers,$685.45,29.0,4.0
2024-04-08,CHICAGO,Accessories,$93.93,18.0,4.0
2024-04-22,austin,Computers,"$1,593.98",34.0,1.0
2024-04-25,Austin,Audio,$157.33,-5,1.0
2024-01-06,CHICAGO,Audio,121.50,39.0,4.0
2024-05-15,Austin,Computers,$778.64,40.0,5.0
2024-05-29, Austin ,Audio,$127.24,27.0,4.0
2024-02-25, Chicago,Computers,"$1,311.10",30.0,2.0
2024-05-25,New York,Mobile,852.99,51.0,5.0
2024-01-26,new york,Computers,$667.62,35.0,4.0
2024-05-02,Austin,Mobile,$538.20,53.0,3.0
2024-03-22,CHICAGO,Accessories,93.72,18.0,4.0
2024-03-12,Austin,Audio,$119.16,38.0,5.0
2024-04-02, Chicago,Computers,$975.70,31.0,3.0
2024-02-15,new york,Mobile,770.96,30.0,2.0
2024-04-20,austin,Mobile,$930.58,18.0,3.0
2024-02-03,Chicago,Audio,$148.22,62.0,N/A
2024-05-01, Austin ,Accessories,$23.27,73.0,4.0
2024-02-27,austin,Accessories,$101.99,33.0,5.0
2024-02-19,new york,Audio,$120.75,52.0,3.0
2024-05-17, Austin ,Accessories,$50.28,18.0,4.0
2024-01-24,New York,Accessories,$14.62,26.0,4.0
2024-03-09,CHICAGO,Accessories,$46.12,66.0,5.0
2024-03-17,CHICAGO,Computers,$916.00,51.0,5.0
2024-04-27,new york,Accessories,$79.16,18.0,3.0
2024-02-23,New York,Accessories,$200.83,26.0,5.0
2024-04-07,new york,Computers,"$1,288.51",27.0,3.0
2024-01-07,CHICAGO,Accessories,97.95,20.0,4.0
2024-03-06,Chicago,Mobile,$538.08,65.0,2.0
2024-02-21, Chicago,Accessories,$108.80,37.0,4.0
2024-05-08,Seattle,Accessories,$92.33,65.0,4.0
2024-04-01,Austin,Accessories,$84.17,43.0,4.0
2024-05-24,New York,Audio,$117.19,41.0,4.0
2024-06-09,CHICAGO,Computers,$630.71,32.0,1.0
2024-01-02,Austin,Mobile,"$1,525.85",37.0,3.0
2024-05-22,austin,Computers,"$1,192.46",36.0,missing
2024-03-11,Seattle,Accessories,$98.47,18.0,4.0
2024-04-25,austin,Computers,"$1,599.87",32.0,1.0
